season,name,height,weight,game,game_date,age,min,fgm,fga,fg_percent,three_pm,three_pa,three_percent,ftm,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus
2023,Jordan Poole,6-4,194,70,2023-03-15,23,24:58,6,11,.545,3,5,.600,4,5,.800,0,1,1,5,0,0,4,3,19,-4
2023,Jordan Poole,6-4,194,71,2023-03-17,23,23:38,4,12,.333,2,8,.250,2,2,1.000,0,2,2,4,1,0,3,3,12,-11
2023,Jordan Poole,6-4,194,72,2023-03-18,23,29:36,5,12,.417,2,3,.667,9,9,1.000,0,1,1,3,0,1,4,5,21,-4
2023,Jordan Poole,6-4,194,73,2023-03-20,23,26:22,1,8,.125,1,6,.167,2,2,1.000,0,2,2,8,1,1,2,0,5,+13
2023,Jordan Poole,6-4,194,74,2023-03-22,23,26:05,6,13,.462,0,4,.000,4,5,.800,1,0,1,6,0,0,0,2,16,-1
2023,Jordan Poole,6-4,194,75,2023-03-24,23,32:16,10,19,.526,6,11,.545,7,8,.875,0,3,3,3,0,0,1,0,33,+13
2023,Jordan Poole,6-4,194,76,2023-03-26,23,30:31,8,16,.500,3,8,.375,8,9,.889,0,4,4,2,2,0,3,2,27,-11
2023,Jordan Poole,6-4,194,77,2023-03-28,23,29:24,8,15,.533,2,6,.333,3,4,.750,0,5,5,2,1,1,1,1,21,+16
2023,Jordan Poole,6-4,194,78,2023-03-31,23,27:23,8,17,.471,6,13,.462,5,6,.833,1,1,2,6,1,1,3,4,27,+15
2023,Jordan Poole,6-4,194,79,2023-04-02,23,19:43,7,13,.538,0,3,.000,3,3,1.000,0,2,2,3,1,0,1,4,17,-6
2023,Jordan Poole,6-4,194,80,2023-04-04,23,30:37,8,19,.421,5,12,.417,9,11,.818,0,2,2,4,0,1,4,3,30,+5
2023,Jordan Poole,6-4,194,81,2023-04-07,23,19:27,0,10,.000,0,6,.000,8,9,.889,0,3,3,5,0,0,2,4,8,-9
2023,Jordan Poole,6-4,194,82,2023-04-09,23,17:16,7,9,.778,4,5,.800,3,4,.750,0,4,4,2,0,0,2,3,21,+31
2023,Shaedon Sharpe,6-6,200,1,2022-10-19,19,16:18,4,6,.667,3,3,1.000,1,2,.500,0,2,2,1,0,0,0,2,12,+8
2023,Shaedon Sharpe,6-6,200,2,2022-10-21,19,11:57,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,4,0,+7
2023,Shaedon Sharpe,6-6,200,3,2022-10-23,19,16:16,2,6,.333,0,1,.000,0,0,,3,1,4,1,1,1,1,2,4,+8
2023,Shaedon Sharpe,6-6,200,4,2022-10-24,19,16:07,4,6,.667,1,2,.500,2,2,1.000,1,0,1,0,0,0,1,2,11,+7
2023,Shaedon Sharpe,6-6,200,5,2022-10-26,19,21:24,5,12,.417,2,5,.400,3,5,.600,3,5,8,0,1,0,2,2,15,-9
2023,Shaedon Sharpe,6-6,200,6,2022-10-28,19,29:26,7,12,.583,0,2,.000,0,0,,1,0,1,2,0,0,0,4,14,-1
2023,Shaedon Sharpe,6-6,200,7,2022-11-02,19,24:08,1,6,.167,0,1,.000,0,0,,0,2,2,0,2,1,0,1,2,-6
2023,Shaedon Sharpe,6-6,200,8,2022-11-04,19,27:34,4,8,.500,2,3,.667,0,0,,0,1,1,1,0,0,0,3,10,-10
2023,Shaedon Sharpe,6-6,200,9,2022-11-05,19,26:55,6,12,.500,1,2,.500,0,0,,0,4,4,0,0,1,2,2,13,-4
2023,Shaedon Sharpe,6-6,200,10,2022-11-07,19,11:59,2,2,1.000,1,1,1.000,0,0,,1,0,1,0,0,0,1,0,5,-4
2023,Shaedon Sharpe,6-6,200,11,2022-11-09,19,28:33,7,10,.700,1,4,.250,2,2,1.000,1,3,4,0,0,0,0,1,17,+30
2023,Shaedon Sharpe,6-6,200,,2022-11-10,19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Shaedon Sharpe,6-6,200,12,2022-11-12,19,19:16,2,3,.667,1,2,.500,0,0,,0,1,1,0,0,0,1,2,5,-13
2023,Shaedon Sharpe,6-6,200,13,2022-11-15,19,22:41,5,7,.714,2,3,.667,1,2,.500,0,2,2,0,0,1,0,2,13,0
2023,Shaedon Sharpe,6-6,200,14,2022-11-17,19,21:28,7,9,.778,4,5,.800,2,2,1.000,1,1,2,0,0,0,2,1,20,0
2023,Shaedon Sharpe,6-6,200,15,2022-11-19,19,21:32,2,8,.250,0,3,.000,0,0,,0,3,3,1,0,0,0,0,4,-3
2023,Shaedon Sharpe,6-6,200,16,2022-11-21,19,26:52,1,9,.111,0,4,.000,0,0,,1,3,4,2,0,0,3,1,2,-6
2023,Shaedon Sharpe,6-6,200,17,2022-11-23,19,15:03,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-15
2023,Shaedon Sharpe,6-6,200,18,2022-11-25,19,12:39,2,3,.667,1,2,.500,0,2,.000,0,1,1,0,0,0,0,1,5,-12
2023,Shaedon Sharpe,6-6,200,19,2022-11-27,19,14:55,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,1,0,0,0,-5
2023,Shaedon Sharpe,6-6,200,20,2022-11-29,19,14:08,2,7,.286,0,0,,1,2,.500,1,0,1,1,1,0,1,0,5,-11
2023,Shaedon Sharpe,6-6,200,21,2022-11-30,19,27:55,7,12,.583,1,4,.250,1,1,1.000,2,1,3,0,0,0,1,2,16,-14
2023,Shaedon Sharpe,6-6,200,22,2022-12-03,19,17:23,3,11,.273,0,1,.000,0,0,,1,3,4,0,1,0,0,3,6,+9
2023,Shaedon Sharpe,6-6,200,23,2022-12-04,19,17:44,2,4,.500,1,3,.333,1,3,.333,0,3,3,1,1,0,1,2,6,-11
2023,Shaedon Sharpe,6-6,200,24,2022-12-08,19,14:13,3,8,.375,1,4,.250,0,0,,1,2,3,0,1,0,0,0,7,-16
2023,Shaedon Sharpe,6-6,200,25,2022-12-10,19,20:11,2,6,.333,0,3,.000,1,2,.500,2,2,4,1,0,0,1,0,5,+18
2023,Shaedon Sharpe,6-6,200,26,2022-12-12,19,20:02,7,12,.583,0,4,.000,0,0,,2,5,7,1,1,0,0,0,14,+2
2023,Shaedon Sharpe,6-6,200,27,2022-12-14,19,23:25,5,7,.714,2,4,.500,0,0,,0,1,1,0,1,0,1,3,12,+8
2023,Shaedon Sharpe,6-6,200,28,2022-12-16,19,29:21,4,12,.333,2,5,.400,0,0,,1,0,1,1,0,0,0,2,10,-10
2023,Shaedon Sharpe,6-6,200,29,2022-12-17,19,20:31,2,7,.286,0,2,.000,0,0,,2,1,3,1,1,1,1,1,4,-12
2023,Shaedon Sharpe,6-6,200,30,2022-12-19,19,10:27,2,4,.500,0,1,.000,2,2,1.000,1,2,3,0,0,0,0,0,6,-7
2023,Shaedon Sharpe,6-6,200,31,2022-12-21,19,19:20,3,5,.600,2,3,.667,0,0,,0,1,1,0,0,0,0,0,8,+1
2023,Shaedon Sharpe,6-6,200,32,2022-12-23,19,13:39,1,3,.333,0,1,.000,0,0,,1,0,1,0,0,0,0,2,2,-14
2023,Shaedon Sharpe,6-6,200,33,2022-12-26,19,6:55,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-8
2023,Shaedon Sharpe,6-6,200,34,2022-12-30,19,19:24,3,4,.750,1,2,.500,0,0,,2,1,3,0,0,0,0,1,7,+7
2023,Shaedon Sharpe,6-6,200,35,2023-01-02,19,20:29,4,8,.500,1,2,.500,1,2,.500,0,3,3,0,1,0,1,6,10,+4
2023,Shaedon Sharpe,6-6,200,36,2023-01-04,19,27:54,5,7,.714,1,2,.500,2,3,.667,2,2,4,1,1,0,2,4,13,+1
2023,Shaedon Sharpe,6-6,200,37,2023-01-06,19,19:18,1,4,.250,1,3,.333,1,2,.500,0,4,4,2,1,0,3,1,4,-4
2023,Shaedon Sharpe,6-6,200,38,2023-01-08,19,13:46,1,3,.333,1,1,1.000,0,0,,0,0,0,1,0,0,2,4,3,-17
2023,Shaedon Sharpe,6-6,200,39,2023-01-10,19,14:43,3,5,.600,1,2,.500,1,2,.500,0,1,1,0,0,0,0,0,8,+8
2023,Shaedon Sharpe,6-6,200,40,2023-01-12,19,20:50,1,4,.250,0,1,.000,0,0,,0,1,1,0,1,0,2,2,2,+6
2023,Shaedon Sharpe,6-6,200,41,2023-01-14,19,31:25,5,12,.417,2,8,.250,0,0,,2,2,4,1,0,0,0,2,12,+11
2023,Shaedon Sharpe,6-6,200,42,2023-01-15,19,20:16,2,4,.500,0,2,.000,0,0,,1,3,4,3,0,1,1,2,4,-9
2023,Shaedon Sharpe,6-6,200,43,2023-01-17,19,17:35,5,7,.714,2,4,.500,1,1,1.000,1,1,2,0,0,0,1,3,13,0
2023,Shaedon Sharpe,6-6,200,44,2023-01-19,19,20:30,1,6,.167,0,3,.000,0,0,,1,0,1,1,0,0,0,0,2,-5
2023,Shaedon Sharpe,6-6,200,45,2023-01-22,19,17:25,1,6,.167,0,4,.000,2,2,1.000,1,1,2,0,0,0,0,1,4,-4
2023,Shaedon Sharpe,6-6,200,46,2023-01-23,19,27:04,8,12,.667,3,4,.750,0,0,,0,3,3,0,1,0,1,2,19,+26
2023,Shaedon Sharpe,6-6,200,47,2023-01-25,19,17:34,2,3,.667,1,1,1.000,0,0,,0,2,2,0,0,1,0,3,5,+1
2023,Shaedon Sharpe,6-6,200,48,2023-01-28,19,19:02,2,4,.500,0,2,.000,2,3,.667,0,1,1,0,1,1,0,0,6,+5
2023,Shaedon Sharpe,6-6,200,49,2023-01-30,19,24:27,4,9,.444,1,4,.250,1,2,.500,0,4,4,1,0,1,2,4,10,+5
2023,Shaedon Sharpe,6-6,200,50,2023-02-01,19,19:24,3,6,.500,3,5,.600,0,0,,0,2,2,0,0,0,0,3,9,+11
2023,Shaedon Sharpe,6-6,200,51,2023-02-03,19,20:05,2,4,.500,1,3,.333,0,0,,1,2,3,1,0,0,0,1,5,0
2023,Shaedon Sharpe,6-6,200,52,2023-02-04,19,17:10,3,6,.500,1,3,.333,0,0,,1,0,1,0,0,1,0,2,7,-12
2023,Shaedon Sharpe,6-6,200,53,2023-02-06,19,24:04,0,6,.000,0,5,.000,0,0,,1,2,3,3,0,0,1,1,0,-15
2023,Shaedon Sharpe,6-6,200,54,2023-02-08,19,21:31,5,7,.714,1,2,.500,2,2,1.000,3,4,7,0,0,1,1,0,13,+11
2023,Shaedon Sharpe,6-6,200,55,2023-02-10,19,28:35,5,8,.625,3,4,.750,0,0,,1,2,3,3,1,2,0,0,13,-6
2023,Shaedon Sharpe,6-6,200,56,2023-02-13,19,25:34,6,10,.600,3,5,.600,0,0,,0,5,5,4,3,0,0,2,15,+19
2023,Shaedon Sharpe,6-6,200,57,2023-02-14,19,28:14,5,9,.556,2,5,.400,2,2,1.000,1,0,1,1,0,0,0,1,14,-10
2023,Shaedon Sharpe,6-6,200,58,2023-02-23,19,22:22,4,14,.286,1,5,.200,0,0,,1,2,3,1,1,0,2,4,9,-21
2023,Shaedon Sharpe,6-6,200,59,2023-02-26,19,13:23,2,5,.400,0,2,.000,0,0,,0,0,0,0,0,1,3,0,4,-14
2023,Shaedon Sharpe,6-6,200,60,2023-02-28,19,30:39,6,11,.545,1,4,.250,0,0,,1,3,4,1,1,1,0,1,13,-9
2023,Shaedon Sharpe,6-6,200,61,2023-03-01,19,14:28,1,6,.167,0,2,.000,0,0,,1,2,3,0,0,1,2,0,2,-3
2023,Shaedon Sharpe,6-6,200,62,2023-03-03,19,28:07,3,8,.375,1,5,.200,2,2,1.000,2,2,4,4,1,0,0,2,9,-13
2023,Shaedon Sharpe,6-6,200,63,2023-03-05,19,20:26,3,6,.500,2,5,.400,0,0,,0,2,2,2,0,1,3,3,8,-6
2023,Shaedon Sharpe,6-6,200,64,2023-03-06,19,20:41,2,2,1.000,0,0,,2,2,1.000,0,3,3,0,0,0,1,1,6,-1
2023,Shaedon Sharpe,6-6,200,65,2023-03-08,19,25:26,4,8,.500,3,6,.500,1,3,.333,0,1,1,1,1,0,1,2,12,-8
2023,Shaedon Sharpe,6-6,200,66,2023-03-10,19,17:14,0,0,,0,0,,1,2,.500,1,1,2,1,1,0,0,2,1,-19
2023,Shaedon Sharpe,6-6,200,67,2023-03-12,19,21:39,5,7,.714,2,3,.667,2,3,.667,1,3,4,3,0,0,4,2,14,-1
2023,Shaedon Sharpe,6-6,200,68,2023-03-14,19,7:28,2,5,.400,2,4,.500,0,0,,0,1,1,0,0,1,0,1,6,-12
2023,Shaedon Sharpe,6-6,200,69,2023-03-17,19,16:47,3,5,.600,0,1,.000,1,1,1.000,0,2,2,2,0,0,0,5,7,-4
2023,Shaedon Sharpe,6-6,200,70,2023-03-19,19,24:05,4,6,.667,2,4,.500,0,0,,1,0,1,1,3,1,0,1,10,0
2023,Shaedon Sharpe,6-6,200,71,2023-03-22,19,39:46,9,19,.474,4,7,.571,2,3,.667,2,7,9,3,4,0,1,5,24,+28
2023,Shaedon Sharpe,6-6,200,72,2023-03-24,19,38:15,9,20,.450,4,11,.364,2,2,1.000,2,2,4,2,0,1,3,1,24,-19
2023,Shaedon Sharpe,6-6,200,73,2023-03-26,19,35:17,9,13,.692,3,5,.600,8,11,.727,0,5,5,3,0,0,5,3,29,+11
2023,Shaedon Sharpe,6-6,200,74,2023-03-27,19,34:54,5,13,.385,1,4,.250,1,1,1.000,1,7,8,1,1,0,2,4,12,-36
2023,Shaedon Sharpe,6-6,200,75,2023-03-29,19,44:44,10,27,.370,6,13,.462,4,4,1.000,0,7,7,7,0,1,3,2,30,-28
2023,Shaedon Sharpe,6-6,200,76,2023-03-31,19,36:53,10,20,.500,4,10,.400,3,4,.750,0,3,3,5,1,2,6,1,27,
2023,Shaedon Sharpe,6-6,200,77,2023-04-02,19,34:36,9,19,.474,2,7,.286,7,9,.778,1,5,6,6,0,0,1,3,27,-3
2023,Shaedon Sharpe,6-6,200,78,2023-04-04,19,29:26,8,18,.444,2,8,.250,2,4,.500,1,7,8,6,0,0,1,2,20,-12
2023,Shaedon Sharpe,6-6,200,,2023-04-06,19,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2023,Shaedon Sharpe,6-6,200,79,2023-04-08,19,37:06,10,20,.500,3,9,.333,3,4,.750,3,1,4,4,2,0,3,0,26,-12
2023,Shaedon Sharpe,6-6,200,80,2023-04-09,19,28:16,7,18,.389,2,8,.250,2,2,1.000,1,6,7,4,1,0,5,0,18,-35
2021,Tim Hardaway Jr.,6-5,205,1,2020-12-23,28,26:48,3,10,.300,3,8,.375,3,6,.500,0,4,4,0,1,0,0,1,12,-4
2021,Tim Hardaway Jr.,6-5,205,2,2020-12-25,28,28:03,4,12,.333,1,5,.200,1,2,.500,1,3,4,2,0,0,0,1,10,-9
2021,Tim Hardaway Jr.,6-5,205,3,2020-12-27,28,22:59,7,14,.500,4,8,.500,0,0,,0,5,5,2,2,0,0,2,18,+27
2021,Tim Hardaway Jr.,6-5,205,4,2020-12-30,28,27:31,7,10,.700,3,6,.500,1,1,1.000,0,2,2,1,1,0,1,0,18,-27
2021,Tim Hardaway Jr.,6-5,205,5,2021-01-01,28,38:33,6,18,.333,3,10,.300,3,4,.750,0,2,2,3,2,1,2,3,18,+17
2021,Tim Hardaway Jr.,6-5,205,6,2021-01-03,28,33:04,4,15,.267,2,12,.167,3,5,.600,0,4,4,4,0,0,3,3,13,-16
2021,Tim Hardaway Jr.,6-5,205,7,2021-01-04,28,31:16,11,14,.786,8,10,.800,0,0,,0,7,7,2,0,0,2,1,30,+18
2021,Tim Hardaway Jr.,6-5,205,8,2021-01-07,28,24:36,3,11,.273,3,8,.375,2,3,.667,0,3,3,4,0,1,0,0,11,+3
2021,Tim Hardaway Jr.,6-5,205,9,2021-01-09,28,40:26,12,20,.600,8,13,.615,4,6,.667,0,5,5,2,0,0,4,2,36,+6
2021,Tim Hardaway Jr.,6-5,205,10,2021-01-13,28,33:26,7,16,.438,3,10,.300,1,1,1.000,0,2,2,3,2,0,0,1,18,+8
2021,Tim Hardaway Jr.,6-5,205,11,2021-01-15,28,37:00,9,17,.529,4,9,.444,0,0,,0,6,6,0,0,1,0,3,22,+3
2021,Tim Hardaway Jr.,6-5,205,,2021-01-17,28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Tim Hardaway Jr.,6-5,205,12,2021-01-18,28,26:41,0,12,.000,0,6,.000,0,0,,1,4,5,1,0,0,2,1,0,-12
2021,Tim Hardaway Jr.,6-5,205,13,2021-01-20,28,34:02,6,13,.462,3,6,.500,4,4,1.000,0,3,3,3,1,0,1,2,19,+15
2021,Tim Hardaway Jr.,6-5,205,14,2021-01-22,28,38:13,8,12,.667,2,6,.333,3,4,.750,0,2,2,0,0,0,1,2,21,+6
2021,Tim Hardaway Jr.,6-5,205,15,2021-01-23,28,30:35,4,13,.308,1,6,.167,6,6,1.000,0,2,2,0,0,0,0,1,15,-19
2021,Tim Hardaway Jr.,6-5,205,16,2021-01-25,28,37:09,7,18,.389,2,7,.286,3,4,.750,3,4,7,2,1,0,1,3,19,+1
2021,Tim Hardaway Jr.,6-5,205,17,2021-01-27,28,34:05,6,10,.600,4,6,.667,3,3,1.000,0,3,3,2,1,0,1,0,19,-12
2021,Tim Hardaway Jr.,6-5,205,18,2021-01-29,28,26:24,1,5,.200,0,1,.000,0,0,,0,1,1,3,1,0,1,3,2,-13
2021,Tim Hardaway Jr.,6-5,205,19,2021-01-30,28,35:32,8,19,.421,3,10,.300,0,0,,1,3,4,4,1,0,1,0,19,-2
2021,Tim Hardaway Jr.,6-5,205,20,2021-02-01,28,31:16,6,12,.500,3,7,.429,3,3,1.000,0,4,4,0,2,1,1,3,18,-3
2021,Tim Hardaway Jr.,6-5,205,21,2021-02-03,28,30:02,8,15,.533,5,10,.500,1,2,.500,0,4,4,0,0,0,1,2,22,+2
2021,Tim Hardaway Jr.,6-5,205,22,2021-02-04,28,23:40,6,14,.429,5,11,.455,2,2,1.000,0,3,3,1,0,0,0,1,19,-12
2021,Tim Hardaway Jr.,6-5,205,23,2021-02-06,28,27:26,3,15,.200,2,9,.222,3,3,1.000,0,1,1,3,2,0,1,1,11,-20
2021,Tim Hardaway Jr.,6-5,205,24,2021-02-08,28,28:53,9,15,.600,4,9,.444,2,3,.667,0,1,1,1,1,0,0,1,24,+9
2021,Tim Hardaway Jr.,6-5,205,25,2021-02-10,28,28:55,6,10,.600,3,5,.600,1,1,1.000,0,1,1,0,0,0,0,3,16,+10
2021,Tim Hardaway Jr.,6-5,205,26,2021-02-12,28,21:04,3,8,.375,2,6,.333,0,0,,0,0,0,0,0,0,1,1,8,-3
2021,Tim Hardaway Jr.,6-5,205,27,2021-02-14,28,27:22,4,12,.333,2,7,.286,2,2,1.000,0,1,1,0,0,0,1,2,12,-2
2021,Tim Hardaway Jr.,6-5,205,28,2021-02-22,28,28:10,9,14,.643,7,11,.636,4,5,.800,0,4,4,0,0,0,1,1,29,+3
2021,Tim Hardaway Jr.,6-5,205,29,2021-02-23,28,24:46,6,17,.353,0,8,.000,2,2,1.000,1,1,2,3,0,0,0,3,14,+7
2021,Tim Hardaway Jr.,6-5,205,30,2021-02-25,28,21:22,5,8,.625,2,4,.500,0,0,,2,0,2,3,0,2,0,2,12,-13
2021,Tim Hardaway Jr.,6-5,205,31,2021-02-27,28,21:23,4,12,.333,2,6,.333,3,3,1.000,1,2,3,1,1,0,0,0,13,+5
2021,Tim Hardaway Jr.,6-5,205,32,2021-03-01,28,22:37,2,8,.250,1,5,.200,0,0,,0,2,2,4,1,0,0,0,5,+2
2021,Tim Hardaway Jr.,6-5,205,33,2021-03-03,28,31:24,6,15,.400,2,7,.286,5,6,.833,2,4,6,2,0,0,4,2,19,+3
2021,Tim Hardaway Jr.,6-5,205,34,2021-03-10,28,23:52,3,11,.273,1,6,.167,2,2,1.000,0,2,2,3,1,0,1,0,9,-18
2021,Tim Hardaway Jr.,6-5,205,35,2021-03-11,28,32:49,7,18,.389,4,8,.500,6,9,.667,1,5,6,1,0,0,1,3,24,-5
2021,Tim Hardaway Jr.,6-5,205,36,2021-03-13,28,23:43,4,9,.444,0,5,.000,0,0,,0,3,3,1,0,0,2,0,8,+22
2021,Tim Hardaway Jr.,6-5,205,37,2021-03-15,28,30:07,8,12,.667,5,9,.556,0,0,,0,1,1,1,1,0,0,2,21,+1
2021,Tim Hardaway Jr.,6-5,205,38,2021-03-17,29,36:34,6,12,.500,3,7,.429,0,0,,0,6,6,1,0,0,2,1,15,+17
2021,Tim Hardaway Jr.,6-5,205,39,2021-03-19,29,40:25,9,14,.643,7,11,.636,0,0,,0,5,5,5,0,0,1,3,25,-4
2021,Tim Hardaway Jr.,6-5,205,40,2021-03-21,29,18:51,4,9,.444,1,5,.200,2,2,1.000,0,6,6,0,0,0,1,2,11,+22
2021,Tim Hardaway Jr.,6-5,205,41,2021-03-24,29,27:23,7,17,.412,5,9,.556,2,4,.500,0,4,4,4,0,0,0,3,21,+17
2021,Tim Hardaway Jr.,6-5,205,42,2021-03-26,29,23:34,7,14,.500,2,7,.286,0,0,,0,5,5,1,0,0,1,1,16,-20
2021,Tim Hardaway Jr.,6-5,205,43,2021-03-27,29,34:42,11,19,.579,5,10,.500,3,4,.750,1,4,5,3,0,0,0,1,30,-18
2021,Tim Hardaway Jr.,6-5,205,44,2021-03-29,29,20:32,6,10,.600,3,6,.500,4,5,.800,0,3,3,1,0,0,1,2,19,+17
2021,Tim Hardaway Jr.,6-5,205,45,2021-03-31,29,25:12,3,10,.300,1,6,.167,0,0,,0,3,3,2,0,0,0,3,7,-9
2021,Tim Hardaway Jr.,6-5,205,46,2021-04-02,29,20:48,5,9,.556,3,6,.500,1,2,.500,0,3,3,1,2,0,0,2,14,+12
2021,Tim Hardaway Jr.,6-5,205,47,2021-04-03,29,30:45,6,19,.316,3,7,.429,1,1,1.000,0,4,4,0,1,0,1,0,16,+10
2021,Tim Hardaway Jr.,6-5,205,48,2021-04-05,29,29:46,6,13,.462,3,7,.429,1,1,1.000,1,4,5,1,0,0,1,1,16,+12
2021,Tim Hardaway Jr.,6-5,205,49,2021-04-07,29,30:46,5,11,.455,3,9,.333,5,5,1.000,0,6,6,1,0,1,1,1,18,-7
2021,Tim Hardaway Jr.,6-5,205,50,2021-04-08,29,21:20,4,11,.364,2,6,.333,2,2,1.000,0,3,3,3,0,0,1,1,12,-14
2021,Tim Hardaway Jr.,6-5,205,51,2021-04-11,29,22:25,0,5,.000,0,3,.000,2,2,1.000,0,0,0,2,0,0,2,1,2,-17
2021,Tim Hardaway Jr.,6-5,205,52,2021-04-12,29,21:18,3,9,.333,3,6,.500,0,0,,0,3,3,2,0,0,2,1,9,-8
2021,Tim Hardaway Jr.,6-5,205,53,2021-04-14,29,22:21,5,11,.455,1,5,.200,0,1,.000,1,0,1,0,0,0,0,2,11,-11
2021,Tim Hardaway Jr.,6-5,205,54,2021-04-16,29,24:18,6,11,.545,2,6,.333,2,2,1.000,0,2,2,2,0,0,0,1,16,-9
2021,Tim Hardaway Jr.,6-5,205,55,2021-04-18,29,24:12,2,10,.200,2,8,.250,2,2,1.000,0,3,3,0,0,1,2,1,8,+10
2021,Tim Hardaway Jr.,6-5,205,56,2021-04-21,29,25:53,6,13,.462,3,9,.333,0,0,,1,0,1,2,0,0,1,0,15,+13
2021,Tim Hardaway Jr.,6-5,205,57,2021-04-22,29,27:04,2,10,.200,1,4,.250,3,4,.750,0,4,4,3,0,1,2,1,8,+13
2021,Tim Hardaway Jr.,6-5,205,58,2021-04-24,29,29:41,2,13,.154,1,7,.143,3,5,.600,0,4,4,0,0,0,2,2,8,-13
2021,Tim Hardaway Jr.,6-5,205,59,2021-04-26,29,28:53,8,20,.400,3,12,.250,0,0,,0,1,1,2,0,0,0,3,19,-20
2021,Tim Hardaway Jr.,6-5,205,60,2021-04-27,29,18:26,3,8,.375,2,5,.400,5,6,.833,0,7,7,1,0,0,0,3,13,+29
2021,Tim Hardaway Jr.,6-5,205,61,2021-04-29,29,35:49,13,23,.565,6,10,.600,10,10,1.000,0,1,1,3,1,0,2,3,42,+9
2021,Tim Hardaway Jr.,6-5,205,62,2021-05-01,29,26:41,7,12,.583,2,5,.400,0,0,,0,3,3,4,1,0,1,5,16,+7
2021,Tim Hardaway Jr.,6-5,205,,2021-05-02,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Tim Hardaway Jr.,6-5,205,63,2021-05-04,29,33:15,13,24,.542,10,18,.556,0,2,.000,1,3,4,1,0,1,1,2,36,+19
2021,Tim Hardaway Jr.,6-5,205,64,2021-05-06,29,37:06,8,16,.500,4,8,.500,3,4,.750,0,6,6,2,0,0,2,3,23,+9
2021,Tim Hardaway Jr.,6-5,205,65,2021-05-07,29,28:06,7,14,.500,3,9,.333,3,3,1.000,1,1,2,2,1,0,0,0,20,+18
2021,Tim Hardaway Jr.,6-5,205,66,2021-05-09,29,27:21,9,13,.692,7,11,.636,0,0,,0,2,2,3,0,0,0,0,25,+20
2021,Tim Hardaway Jr.,6-5,205,67,2021-05-11,29,27:36,6,11,.545,3,6,.500,4,4,1.000,0,5,5,2,0,0,1,2,19,-7
2021,Tim Hardaway Jr.,6-5,205,68,2021-05-12,29,29:12,10,18,.556,3,10,.300,4,4,1.000,1,3,4,2,1,0,1,2,27,+9
2021,Tim Hardaway Jr.,6-5,205,69,2021-05-14,29,25:19,1,11,.091,1,8,.125,4,4,1.000,0,1,1,4,2,0,0,1,7,+7
2021,Tim Hardaway Jr.,6-5,205,70,2021-05-16,29,24:21,5,7,.714,2,3,.667,3,3,1.000,0,0,0,4,0,1,1,1,15,-20
2022,Tim Hardaway Jr.,6-5,205,1,2021-10-21,29,27:56,4,9,.444,2,6,.333,4,4,1.000,0,2,2,0,1,0,1,3,14,-17
2022,Tim Hardaway Jr.,6-5,205,2,2021-10-23,29,38:53,9,16,.563,7,11,.636,0,0,,1,2,3,2,1,0,0,2,25,+9
2022,Tim Hardaway Jr.,6-5,205,3,2021-10-26,29,29:45,6,12,.500,2,7,.286,2,4,.500,1,1,2,0,2,0,0,1,16,+12
2022,Tim Hardaway Jr.,6-5,205,4,2021-10-28,29,31:49,2,8,.250,1,4,.250,1,2,.500,0,5,5,3,0,0,0,3,6,-23
2022,Tim Hardaway Jr.,6-5,205,5,2021-10-29,29,21:19,1,7,.143,1,5,.200,0,0,,0,3,3,2,2,0,2,1,3,-22
2022,Tim Hardaway Jr.,6-5,205,6,2021-10-31,29,32:49,5,14,.357,4,11,.364,2,2,1.000,0,3,3,3,2,0,2,1,16,+5
2022,Tim Hardaway Jr.,6-5,205,7,2021-11-02,29,31:06,5,15,.333,4,13,.308,3,4,.750,0,3,3,3,0,1,0,3,17,-9
2022,Tim Hardaway Jr.,6-5,205,8,2021-11-03,29,35:41,7,17,.412,3,9,.333,6,6,1.000,0,6,6,3,2,0,1,2,23,+18
2022,Tim Hardaway Jr.,6-5,205,9,2021-11-06,29,34:49,3,8,.375,0,4,.000,1,2,.500,0,2,2,3,0,0,1,1,7,0
