season,name,height,weight,game,game_date,age,min,fgm,fga,fg_percent,three_pm,three_pa,three_percent,ftm,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus
2022,Tim Hardaway Jr.,6-5,205,10,2021-11-08,29,33:23,6,9,.667,4,5,.800,1,2,.500,0,6,6,4,0,0,0,0,17,+11
2022,Tim Hardaway Jr.,6-5,205,11,2021-11-10,29,33:11,7,15,.467,5,9,.556,2,3,.667,0,3,3,2,0,0,0,3,21,-11
2022,Tim Hardaway Jr.,6-5,205,12,2021-11-12,29,31:05,2,11,.182,0,5,.000,1,2,.500,0,6,6,2,0,0,0,1,5,-13
2022,Tim Hardaway Jr.,6-5,205,13,2021-11-15,29,33:08,8,14,.571,2,6,.333,1,1,1.000,0,7,7,4,0,0,0,2,19,+14
2022,Tim Hardaway Jr.,6-5,205,14,2021-11-17,29,36:50,9,23,.391,3,8,.375,1,1,1.000,1,1,2,4,2,0,1,4,22,-11
2022,Tim Hardaway Jr.,6-5,205,15,2021-11-19,29,35:05,7,21,.333,2,10,.200,2,2,1.000,0,4,4,1,1,0,0,1,18,-15
2022,Tim Hardaway Jr.,6-5,205,16,2021-11-21,29,35:56,2,12,.167,1,4,.250,3,3,1.000,1,5,6,5,0,0,1,4,8,-7
2022,Tim Hardaway Jr.,6-5,205,17,2021-11-23,29,41:00,5,17,.294,2,10,.200,1,2,.500,0,5,5,2,1,0,0,5,13,+6
2022,Tim Hardaway Jr.,6-5,205,18,2021-11-27,29,35:54,4,12,.333,2,5,.400,0,2,.000,1,1,2,2,3,0,0,3,10,-7
2022,Tim Hardaway Jr.,6-5,205,19,2021-11-29,29,26:52,3,10,.300,0,3,.000,0,0,,0,1,1,2,2,1,2,0,6,+1
2022,Tim Hardaway Jr.,6-5,205,20,2021-12-01,29,25:13,6,9,.667,4,7,.571,0,0,,0,2,2,1,0,0,0,2,16,+9
2022,Tim Hardaway Jr.,6-5,205,21,2021-12-03,29,24:35,3,11,.273,2,6,.333,4,6,.667,1,3,4,3,1,0,0,0,12,-12
2022,Tim Hardaway Jr.,6-5,205,22,2021-12-04,29,31:12,7,18,.389,5,9,.556,10,14,.714,2,5,7,0,2,0,1,2,29,+7
2022,Tim Hardaway Jr.,6-5,205,23,2021-12-07,29,27:34,5,14,.357,0,7,.000,1,1,1.000,1,2,3,1,1,0,0,1,11,-6
2022,Tim Hardaway Jr.,6-5,205,24,2021-12-08,29,22:54,4,10,.400,1,6,.167,0,0,,0,4,4,0,0,1,2,0,9,+3
2022,Tim Hardaway Jr.,6-5,205,25,2021-12-10,29,29:45,7,15,.467,1,9,.111,0,0,,1,3,4,2,3,0,2,1,15,-2
2022,Tim Hardaway Jr.,6-5,205,26,2021-12-12,29,23:13,2,9,.222,2,6,.333,0,0,,1,4,5,3,0,0,0,2,6,+4
2022,Tim Hardaway Jr.,6-5,205,27,2021-12-13,29,27:02,7,17,.412,5,11,.455,0,0,,0,1,1,4,0,0,0,3,19,+18
2022,Tim Hardaway Jr.,6-5,205,28,2021-12-15,29,40:05,7,19,.368,4,11,.364,2,2,1.000,0,9,9,3,1,0,2,2,20,+9
2022,Tim Hardaway Jr.,6-5,205,29,2021-12-19,29,40:55,10,19,.526,4,13,.308,4,5,.800,0,6,6,6,2,1,1,2,28,+8
2022,Tim Hardaway Jr.,6-5,205,,2021-12-21,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2021-12-23,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2021-12-25,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2021-12-27,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2021-12-29,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2021-12-31,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,30,2022-01-02,29,23:57,5,11,.455,2,7,.286,3,3,1.000,1,2,3,3,0,0,2,1,15,+11
2022,Tim Hardaway Jr.,6-5,205,31,2022-01-03,29,21:57,2,8,.250,1,4,.250,1,1,1.000,1,2,3,0,1,1,1,0,6,-7
2022,Tim Hardaway Jr.,6-5,205,32,2022-01-05,29,25:27,6,14,.429,2,6,.333,0,0,,0,3,3,1,1,1,1,1,14,+18
2022,Tim Hardaway Jr.,6-5,205,33,2022-01-07,29,24:07,5,11,.455,5,10,.500,4,7,.571,0,4,4,7,0,0,0,1,19,+10
2022,Tim Hardaway Jr.,6-5,205,34,2022-01-09,29,27:58,4,10,.400,1,5,.200,0,0,,0,6,6,1,3,0,1,1,9,+8
2022,Tim Hardaway Jr.,6-5,205,35,2022-01-12,29,29:01,5,11,.455,1,7,.143,2,2,1.000,0,1,1,3,2,0,0,4,13,-4
2022,Tim Hardaway Jr.,6-5,205,36,2022-01-14,29,25:47,5,14,.357,3,9,.333,3,4,.750,0,2,2,2,1,0,0,2,16,+19
2022,Tim Hardaway Jr.,6-5,205,37,2022-01-15,29,23:07,4,13,.308,3,9,.333,6,7,.857,0,2,2,0,0,0,2,2,17,+6
2022,Tim Hardaway Jr.,6-5,205,38,2022-01-17,29,33:14,4,14,.286,3,7,.429,1,2,.500,0,5,5,2,1,0,2,0,12,0
2022,Tim Hardaway Jr.,6-5,205,39,2022-01-19,29,26:56,7,10,.700,2,5,.400,0,0,,0,2,2,1,0,0,3,2,16,-1
2022,Tim Hardaway Jr.,6-5,205,40,2022-01-20,29,28:17,4,10,.400,3,7,.429,0,0,,0,5,5,1,0,0,0,3,11,-6
2022,Tim Hardaway Jr.,6-5,205,41,2022-01-23,29,26:01,3,8,.375,2,5,.400,1,2,.500,0,4,4,0,0,0,3,2,9,+7
2022,Tim Hardaway Jr.,6-5,205,42,2022-01-25,29,10:14,2,5,.400,1,3,.333,5,5,1.000,0,0,0,1,0,0,0,0,10,-4
2022,Tim Hardaway Jr.,6-5,205,,2022-01-26,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-01-29,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-01-30,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-02,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-04,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-06,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-08,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-10,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-12,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-15,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-17,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-25,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-02-27,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-01,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-03,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-05,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-07,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-09,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-11,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-13,29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-16,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-18,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-19,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-21,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-23,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-25,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-27,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-29,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-03-30,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-04-01,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-04-03,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-04-06,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-04-08,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Tim Hardaway Jr.,6-5,205,,2022-04-10,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,1,2022-10-19,30,25:01,3,10,.300,1,5,.200,2,2,1.000,0,2,2,1,1,0,2,1,9,-2
2023,Tim Hardaway Jr.,6-5,205,2,2022-10-22,30,25:53,3,10,.300,2,6,.333,8,8,1.000,0,2,2,2,0,0,0,1,16,+23
2023,Tim Hardaway Jr.,6-5,205,,2022-10-25,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,3,2022-10-27,30,30:17,6,13,.462,4,8,.500,2,2,1.000,0,2,2,1,0,2,1,1,18,-1
2023,Tim Hardaway Jr.,6-5,205,4,2022-10-29,30,22:11,2,7,.286,1,3,.333,3,4,.750,0,2,2,1,1,0,2,3,8,+3
2023,Tim Hardaway Jr.,6-5,205,5,2022-10-30,30,27:07,5,15,.333,3,9,.333,8,8,1.000,0,1,1,3,1,0,0,2,21,+9
2023,Tim Hardaway Jr.,6-5,205,6,2022-11-02,30,20:45,1,9,.111,1,6,.167,0,0,,0,1,1,2,0,0,1,2,3,-2
2023,Tim Hardaway Jr.,6-5,205,7,2022-11-04,30,19:06,2,8,.250,2,6,.333,0,0,,0,2,2,3,1,0,2,2,6,-6
2023,Tim Hardaway Jr.,6-5,205,8,2022-11-07,30,13:48,4,8,.500,2,4,.500,1,2,.500,0,1,1,1,0,0,0,0,11,+6
2023,Tim Hardaway Jr.,6-5,205,9,2022-11-09,30,22:11,2,10,.200,1,7,.143,0,0,,0,2,2,2,2,0,0,0,5,-3
2023,Tim Hardaway Jr.,6-5,205,10,2022-11-10,30,28:06,5,12,.417,5,11,.455,1,2,.500,1,1,2,1,0,0,0,0,16,-7
2023,Tim Hardaway Jr.,6-5,205,11,2022-11-12,30,31:18,6,13,.462,3,10,.300,1,1,1.000,0,3,3,5,1,0,3,2,16,+23
2023,Tim Hardaway Jr.,6-5,205,12,2022-11-15,30,22:28,0,7,.000,0,5,.000,0,0,,1,2,3,3,3,0,2,2,0,-11
2023,Tim Hardaway Jr.,6-5,205,13,2022-11-16,30,33:43,10,26,.385,5,14,.357,3,3,1.000,0,4,4,3,0,0,1,0,28,-8
2023,Tim Hardaway Jr.,6-5,205,14,2022-11-18,30,24:17,3,6,.500,3,6,.500,4,4,1.000,0,4,4,4,1,1,1,2,13,+18
2023,Tim Hardaway Jr.,6-5,205,15,2022-11-20,30,20:41,0,9,.000,0,5,.000,2,2,1.000,1,2,3,2,1,0,1,1,2,+8
2023,Tim Hardaway Jr.,6-5,205,16,2022-11-23,30,22:13,1,7,.143,0,5,.000,0,0,,0,1,1,2,1,0,0,0,2,+6
2023,Tim Hardaway Jr.,6-5,205,17,2022-11-26,30,17:01,2,5,.400,0,3,.000,0,0,,0,2,2,0,0,0,1,1,4,-16
2023,Tim Hardaway Jr.,6-5,205,18,2022-11-27,30,20:58,2,8,.250,2,6,.333,0,0,,0,0,0,0,0,0,1,0,6,-14
2023,Tim Hardaway Jr.,6-5,205,19,2022-11-29,30,31:21,8,16,.500,5,11,.455,1,2,.500,0,4,4,2,0,0,0,3,22,+19
2023,Tim Hardaway Jr.,6-5,205,20,2022-12-01,30,40:14,9,20,.450,6,14,.429,2,4,.500,2,3,5,2,2,1,0,4,26,0
2023,Tim Hardaway Jr.,6-5,205,21,2022-12-03,30,27:42,10,17,.588,8,13,.615,0,1,.000,1,6,7,1,1,0,1,0,28,+23
2023,Tim Hardaway Jr.,6-5,205,22,2022-12-05,30,22:31,6,12,.500,5,9,.556,0,0,,0,3,3,2,1,0,1,1,17,+9
2023,Tim Hardaway Jr.,6-5,205,23,2022-12-06,30,31:14,7,12,.583,6,8,.750,9,12,.750,1,2,3,2,3,0,2,4,29,+4
2023,Tim Hardaway Jr.,6-5,205,24,2022-12-09,30,28:00,3,9,.333,2,7,.286,0,3,.000,0,4,4,0,1,0,1,0,8,+2
2023,Tim Hardaway Jr.,6-5,205,25,2022-12-10,30,21:35,4,13,.308,2,10,.200,2,2,1.000,0,1,1,0,0,0,1,1,12,-21
2023,Tim Hardaway Jr.,6-5,205,26,2022-12-12,30,29:15,6,16,.375,6,14,.429,2,2,1.000,1,5,6,0,2,0,2,2,20,+15
2023,Tim Hardaway Jr.,6-5,205,27,2022-12-14,30,31:03,1,5,.200,1,4,.250,0,0,,0,1,1,1,1,0,2,3,3,-17
2023,Tim Hardaway Jr.,6-5,205,28,2022-12-16,30,26:25,7,10,.700,2,3,.667,1,1,1.000,0,2,2,2,1,0,0,1,17,+18
2023,Tim Hardaway Jr.,6-5,205,29,2022-12-17,30,43:59,5,14,.357,1,8,.125,2,4,.500,0,6,6,1,3,0,1,1,13,+8
2023,Tim Hardaway Jr.,6-5,205,,2022-12-19,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,30,2022-12-21,30,35:59,6,13,.462,4,10,.400,5,7,.714,0,3,3,1,0,0,1,0,21,0
2023,Tim Hardaway Jr.,6-5,205,31,2022-12-23,30,32:25,2,13,.154,0,7,.000,3,4,.750,0,7,7,4,0,1,0,2,7,-6
2023,Tim Hardaway Jr.,6-5,205,32,2022-12-25,30,38:49,10,19,.526,6,14,.429,0,0,,0,6,6,1,0,0,0,2,26,+21
2023,Tim Hardaway Jr.,6-5,205,33,2022-12-27,30,42:26,4,15,.267,3,11,.273,0,0,,0,5,5,1,0,0,1,4,11,+4
2023,Tim Hardaway Jr.,6-5,205,34,2022-12-29,30,32:52,5,14,.357,3,8,.375,5,6,.833,1,3,4,1,3,0,0,4,18,+23
2023,Tim Hardaway Jr.,6-5,205,35,2022-12-31,30,37:14,6,11,.545,2,5,.400,0,0,,0,3,3,1,0,0,1,1,14,+7
2023,Tim Hardaway Jr.,6-5,205,36,2023-01-02,30,37:03,7,13,.538,5,11,.455,2,2,1.000,0,3,3,1,1,0,1,2,21,+11
2023,Tim Hardaway Jr.,6-5,205,37,2023-01-05,30,36:35,2,11,.182,2,6,.333,2,2,1.000,0,4,4,1,0,0,1,1,8,-17
2023,Tim Hardaway Jr.,6-5,205,38,2023-01-07,30,30:38,7,9,.778,4,6,.667,0,0,,1,1,2,1,2,0,1,0,18,+19
2023,Tim Hardaway Jr.,6-5,205,39,2023-01-08,30,33:40,6,18,.333,4,10,.400,3,4,.750,0,5,5,2,0,0,0,3,19,-17
2023,Tim Hardaway Jr.,6-5,205,40,2023-01-10,30,39:21,6,11,.545,3,6,.500,1,1,1.000,0,4,4,0,0,0,1,4,16,-18
2023,Tim Hardaway Jr.,6-5,205,41,2023-01-12,30,48:20,9,21,.429,3,11,.273,1,1,1.000,0,8,8,0,0,0,2,4,22,+16
2023,Tim Hardaway Jr.,6-5,205,42,2023-01-14,30,32:27,4,10,.400,2,7,.286,0,0,,0,2,2,0,0,0,1,1,10,-17
2023,Tim Hardaway Jr.,6-5,205,,2023-01-15,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,,2023-01-18,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,43,2023-01-20,30,26:32,1,10,.100,1,5,.200,5,5,1.000,2,1,3,2,0,0,0,2,8,+25
2023,Tim Hardaway Jr.,6-5,205,44,2023-01-22,30,38:06,8,17,.471,5,10,.500,1,4,.250,4,4,8,1,0,2,0,3,22,-19
2023,Tim Hardaway Jr.,6-5,205,45,2023-01-24,30,33:41,2,9,.222,1,7,.143,0,0,,0,3,3,3,1,0,1,2,5,-6
2023,Tim Hardaway Jr.,6-5,205,46,2023-01-26,30,39:40,4,11,.364,2,6,.333,1,2,.500,1,8,9,3,0,0,1,0,11,-1
2023,Tim Hardaway Jr.,6-5,205,47,2023-01-28,30,30:39,4,12,.333,1,7,.143,1,2,.500,1,3,4,2,2,0,0,1,10,-3
2023,Tim Hardaway Jr.,6-5,205,48,2023-01-30,30,29:06,3,10,.300,1,6,.167,1,3,.333,0,4,4,1,1,0,1,4,8,-9
2023,Tim Hardaway Jr.,6-5,205,49,2023-02-02,30,40:10,3,18,.167,2,12,.167,1,1,1.000,0,6,6,2,1,0,0,1,9,-3
2023,Tim Hardaway Jr.,6-5,205,50,2023-02-04,30,35:04,7,16,.438,5,10,.500,3,3,1.000,0,4,4,2,0,0,2,1,22,-2
2023,Tim Hardaway Jr.,6-5,205,51,2023-02-06,30,34:35,5,16,.313,3,7,.429,4,7,.571,0,3,3,2,0,0,2,3,17,+10
2023,Tim Hardaway Jr.,6-5,205,52,2023-02-08,30,35:29,7,16,.438,4,9,.444,1,2,.500,1,4,5,6,1,0,1,1,19,+8
2023,Tim Hardaway Jr.,6-5,205,53,2023-02-10,30,35:37,6,16,.375,3,10,.300,0,0,,0,7,7,5,1,0,0,0,15,+8
2023,Tim Hardaway Jr.,6-5,205,54,2023-02-11,30,15:47,2,5,.400,2,4,.500,0,0,,0,7,7,2,0,0,0,0,6,+10
2023,Tim Hardaway Jr.,6-5,205,,2023-02-13,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,,2023-02-15,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,55,2023-02-23,30,26:28,7,12,.583,6,11,.545,2,3,.667,0,1,1,0,0,0,0,1,22,+18
2023,Tim Hardaway Jr.,6-5,205,56,2023-02-26,30,24:13,5,13,.385,4,8,.500,3,3,1.000,0,4,4,2,0,1,1,0,17,+8
2023,Tim Hardaway Jr.,6-5,205,57,2023-02-28,30,36:30,4,6,.667,4,6,.667,4,4,1.000,0,4,4,1,0,0,0,4,16,+4
2023,Tim Hardaway Jr.,6-5,205,58,2023-03-02,30,20:11,3,7,.429,2,4,.500,0,0,,1,1,2,1,0,0,0,0,8,-21
2023,Tim Hardaway Jr.,6-5,205,59,2023-03-05,30,30:22,6,10,.600,6,8,.750,3,3,1.000,0,1,1,1,0,0,1,2,21,+1
2023,Tim Hardaway Jr.,6-5,205,60,2023-03-07,30,32:55,8,12,.667,7,9,.778,1,2,.500,0,4,4,4,2,0,0,4,24,+17
2023,Tim Hardaway Jr.,6-5,205,61,2023-03-08,30,40:10,6,13,.462,5,12,.417,0,0,,0,2,2,5,2,0,0,2,17,+7
2023,Tim Hardaway Jr.,6-5,205,62,2023-03-11,30,36:26,8,15,.533,4,8,.500,3,5,.600,1,5,6,2,0,2,3,2,23,-2
2023,Tim Hardaway Jr.,6-5,205,63,2023-03-13,30,28:17,2,10,.200,1,6,.167,0,0,,0,2,2,2,0,0,1,2,5,-15
2023,Tim Hardaway Jr.,6-5,205,,2023-03-15,30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tim Hardaway Jr.,6-5,205,64,2023-03-17,31,26:53,4,12,.333,1,5,.200,3,3,1.000,0,4,4,1,1,0,2,2,12,-6
